PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
81,0,3,1,22.0,0,0,2.302585092994046,2
82,1,3,1,29.0,0,0,2.3513752571634776,2
83,1,3,0,29.69911764705882,0,0,2.1733302571367834,1
84,0,1,1,28.0,0,0,3.8732821771117156,2
85,1,2,0,17.0,0,0,2.4423470353692043,2
86,1,3,0,33.0,3,0,2.8243506567983707,2
87,0,3,1,16.0,1,3,3.5660053559634015,2
88,0,3,1,29.69911764705882,0,0,2.2027647577118348,2
89,1,1,0,23.0,3,2,5.575949103146316,2
90,0,3,1,24.0,0,0,2.2027647577118348,2
91,0,3,1,29.0,0,0,2.2027647577118348,2
92,0,3,1,20.0,0,0,2.180891922715322,2
93,0,1,1,46.0,1,0,4.1299529896894684,2
94,0,3,1,26.0,1,2,3.0715352369694915,2
95,0,3,1,59.0,0,0,2.1102132003465894,2
96,0,3,1,29.69911764705882,0,0,2.2027647577118348,2
97,0,1,1,71.0,0,0,3.57386695198272,0
98,1,1,1,23.0,0,1,4.164465907853638,0
99,1,2,0,34.0,0,1,3.1780538303479458,2
100,0,2,1,34.0,1,0,3.295836866004329,2
101,0,3,0,28.0,0,0,2.1855792552411137,2
102,0,3,1,29.69911764705882,0,0,2.1855792552411137,2
103,0,1,1,21.0,0,1,4.360387947851531,2
104,0,3,1,33.0,0,0,2.267393053825037,2
105,0,3,1,37.0,2,0,2.188856327665703,2
106,0,3,1,28.0,0,0,2.1855792552411137,2
107,1,3,0,21.0,0,0,2.157559320943788,2
108,1,3,1,29.69911764705882,0,0,2.1719067693519296,2
109,0,3,1,38.0,0,0,2.1855792552411137,2
110,1,3,0,29.69911764705882,1,0,3.224857896545748,1
111,0,1,1,47.0,0,0,3.970291913552122,2
112,0,3,0,14.5,1,0,2.737880811060884,0
113,0,3,1,22.0,0,0,2.2027647577118348,2
114,0,3,0,20.0,1,0,2.3818582738885534,2
115,0,3,0,17.0,0,0,2.738146075922933,0
116,0,3,1,21.0,0,0,2.188856327665703,2
117,0,3,1,70.5,0,0,2.169053700369523,1
118,0,2,1,29.0,1,0,3.091042453358316,2
119,0,1,1,24.0,0,1,5.515526544247129,0
120,0,3,0,2.0,4,2,3.4742929367327062,2
121,0,2,1,21.0,2,0,4.310799125385514,2
122,0,3,1,29.69911764705882,0,0,2.2027647577118348,2
123,0,2,1,32.5,1,0,3.436268471383741,0
124,1,2,0,32.5,0,0,2.6390573296152584,2
125,0,1,1,54.0,0,1,4.360387947851531,2
126,1,3,1,12.0,1,0,2.5048481563289,0
127,0,3,1,29.69911764705882,0,0,2.169053700369523,1
128,1,3,1,24.0,0,0,2.0969990034181696,2
129,1,3,0,29.69911764705882,1,1,3.1509523813392697,0
130,0,3,1,45.0,0,0,2.076311648670908,2
131,0,3,1,33.0,0,0,2.1855792552411137,0
132,0,3,1,20.0,0,0,2.0856720914304723,2
133,0,3,0,47.0,1,0,2.740840023925201,2
134,1,2,0,29.0,1,0,3.295836866004329,2
135,0,2,1,25.0,0,0,2.6390573296152584,2
136,0,2,1,23.0,0,0,2.775447133088262,0
137,1,1,0,19.0,0,2,3.3062747934011893,2
138,0,1,1,37.0,1,0,3.9908341858524357,2
139,0,3,1,16.0,0,0,2.3240236363515288,2
140,0,1,1,24.0,0,0,4.384523514872469,0
141,0,3,0,29.69911764705882,0,2,2.7878344138303452,0
142,1,3,0,22.0,0,0,2.169053700369523,2
143,1,3,0,24.0,1,0,2.8243506567983707,2
144,0,3,1,19.0,0,0,2.0476928433652555,1
145,0,2,1,18.0,0,0,2.5257286443082556,2
146,0,2,1,19.0,1,1,3.6309854756950335,2
147,1,3,1,27.0,0,0,2.174274334826008,2
148,0,3,0,9.0,2,2,3.5660053559634015,2
149,0,2,1,36.5,0,2,3.295836866004329,2
150,0,2,1,42.0,0,0,2.6390573296152584,2
151,0,2,1,51.0,0,0,2.6045398247325453,2
152,1,1,0,22.0,1,0,4.213607983048918,2
153,0,3,1,55.5,0,0,2.2027647577118348,2
154,0,3,1,40.5,0,2,2.740840023925201,2
155,0,3,1,29.69911764705882,0,0,2.1177604059819726,2
156,0,1,1,51.0,0,1,4.133231886474144,0
157,1,3,0,16.0,0,0,2.167143305297764,1
158,0,3,1,30.0,0,0,2.2027647577118348,2
159,0,3,1,29.69911764705882,0,0,2.2682524139135403,2
160,0,3,1,29.69911764705882,8,2,4.256321678298823,2
161,0,3,1,44.0,0,1,2.8390784635086144,2
162,1,2,0,40.0,0,0,2.8183982582710754,2
163,0,3,1,26.0,0,0,2.1719067693519296,2
164,0,3,1,17.0,0,0,2.2682524139135403,2
165,0,3,1,1.0,4,1,3.705920919968788,2
166,1,3,1,9.0,0,2,3.0692150503137943,2
167,1,1,0,29.69911764705882,0,1,4.02535169073515,2
168,0,3,0,45.0,1,4,3.3638415951183864,2
169,0,1,1,29.69911764705882,0,0,3.2930552230424524,2
170,0,3,1,28.0,0,0,4.05171190165724,2
171,0,1,1,61.0,0,0,3.5409593240373143,2
172,0,3,1,4.0,4,1,3.405355391810819,1
173,1,3,0,1.0,1,1,2.495953738718064,2
174,0,3,1,21.0,0,0,2.188856327665703,2
175,0,1,1,56.0,0,0,3.4561841799918147,0
176,0,3,1,18.0,1,1,2.180891922715322,2
177,0,3,1,29.69911764705882,3,1,3.275887339030031,2
178,0,1,0,50.0,0,0,3.391567832686312,0
179,0,2,1,30.0,0,0,2.6390573296152584,2
180,0,3,1,36.0,0,0,0.0,2
181,0,3,0,29.69911764705882,8,2,4.256321678298823,2
182,0,2,1,29.69911764705882,0,0,2.775708849576025,0
183,0,3,1,9.0,4,2,3.4777725458882283,2
184,1,2,1,1.0,2,1,3.6888794541139363,2
185,1,3,0,4.0,0,2,3.1365805821413706,2
186,0,1,1,29.69911764705882,0,0,3.9318256327243257,2
187,1,3,0,29.69911764705882,1,0,2.803360380906535,1
188,1,1,1,45.0,0,0,3.3160025355989236,2
189,0,3,1,40.0,1,1,2.803360380906535,1
190,0,3,1,36.0,0,0,2.1855792552411137,2
191,1,2,0,32.0,0,0,2.6390573296152584,2
192,0,2,1,19.0,0,0,2.6390573296152584,2
193,1,3,0,19.0,1,0,2.180891922715322,2
194,1,2,1,3.0,1,1,3.295836866004329,2
195,1,1,0,44.0,0,0,3.357621598945279,0
196,1,1,0,58.0,0,0,4.993969182787072,0
197,0,3,1,29.69911764705882,0,0,2.169053700369523,1
198,0,3,1,42.0,0,1,2.2411563979973974,2
199,1,3,0,29.69911764705882,0,0,2.169053700369523,1
200,0,2,0,24.0,0,0,2.6390573296152584,2
201,0,3,1,28.0,0,0,2.3513752571634776,2
202,0,3,1,29.69911764705882,8,2,4.256321678298823,2
203,0,3,1,34.0,0,0,2.0143428636837015,2
204,0,3,1,45.5,0,0,2.1071782966514356,0
205,1,3,1,18.0,0,0,2.2027647577118348,2
206,0,3,0,2.0,0,1,2.4390808375825834,2
207,0,3,1,32.0,1,0,2.8243506567983707,2
208,1,3,1,26.0,0,0,2.9850504252071306,0
209,1,3,0,16.0,0,0,2.169053700369523,1
210,1,1,1,40.0,0,0,3.4657359027997265,0
211,0,3,1,24.0,0,0,2.0856720914304723,2
212,1,2,0,35.0,0,0,3.091042453358316,2
213,0,3,1,22.0,0,0,2.1102132003465894,2
214,0,2,1,30.0,0,0,2.6390573296152584,2
215,0,3,1,29.69911764705882,1,0,2.169053700369523,1
216,1,1,0,31.0,1,0,4.738607824217808,0
217,1,3,0,27.0,0,0,2.188856327665703,2
218,0,2,1,42.0,1,0,3.332204510175204,2
219,1,1,0,32.0,0,0,4.347586575960343,0
220,0,2,1,30.0,0,0,2.4423470353692043,2
221,1,3,1,16.0,0,0,2.2027647577118348,2
222,0,2,1,27.0,0,0,2.6390573296152584,2
223,0,3,1,51.0,0,0,2.2027647577118348,2
224,0,3,1,29.69911764705882,0,0,2.1855792552411137,2
225,1,1,1,38.0,1,0,4.51085950651685,2
226,0,3,1,22.0,0,0,2.336986519711378,2
227,1,2,1,19.0,0,0,2.4423470353692043,2
228,0,3,1,20.5,0,0,2.1102132003465894,2
229,0,2,1,18.0,0,0,2.6390573296152584,2
230,0,3,0,29.69911764705882,3,1,3.275887339030031,2
231,1,1,0,35.0,1,0,4.436455632600354,2
232,0,3,1,29.0,0,0,2.1719067693519296,2
233,0,2,1,59.0,0,0,2.6741486494265287,2
234,1,3,0,5.0,4,2,3.4777725458882283,2
235,0,2,1,24.0,0,0,2.4423470353692043,2
236,0,3,0,29.69911764705882,0,0,2.145931282948669,2
237,0,2,1,44.0,1,0,3.295836866004329,2
238,1,2,0,8.0,0,2,3.305053521109253,2
239,0,2,1,19.0,0,0,2.4423470353692043,2
240,0,2,1,33.0,0,0,2.5858825671280026,2
241,0,3,0,29.69911764705882,1,0,2.737880811060884,0
242,1,3,0,29.69911764705882,1,0,2.803360380906535,1
243,0,2,1,29.0,0,0,2.4423470353692043,2
244,0,3,1,22.0,0,0,2.094945728215801,2
245,0,3,1,30.0,0,0,2.1071782966514356,0
246,0,1,1,44.0,2,0,4.51085950651685,1
247,0,3,0,25.0,0,0,2.1719067693519296,2
248,1,2,0,24.0,0,2,2.740840023925201,2
249,1,1,1,37.0,1,1,3.9806942251907276,2
250,0,2,1,54.0,1,0,3.295836866004329,2
251,0,3,1,29.69911764705882,0,0,2.1102132003465894,2
252,0,3,0,29.0,1,1,2.4390808375825834,2
253,0,1,1,62.0,0,0,3.3160025355989236,2
254,0,3,1,30.0,1,0,2.8390784635086144,2
255,0,3,0,41.0,0,2,3.0545906305603445,2
256,1,3,0,29.0,0,2,2.7878344138303452,0
257,1,1,0,29.69911764705882,0,0,4.384523514872469,0
258,1,1,0,30.0,0,0,4.471638793363569,2
259,1,1,0,35.0,0,0,6.240917354759096,0
260,1,2,0,50.0,0,1,3.295836866004329,2
261,0,3,1,29.69911764705882,0,0,2.169053700369523,1
262,1,3,1,3.0,4,2,3.4777725458882283,2
263,0,1,1,52.0,1,1,4.390118804571218,2
264,0,1,1,40.0,0,0,0.0,2
265,0,3,0,29.69911764705882,0,0,2.169053700369523,1
266,0,2,1,36.0,0,0,2.4423470353692043,2
267,0,3,1,16.0,4,1,3.705920919968788,2
268,1,3,1,25.0,1,0,2.1719067693519296,2
269,1,1,0,58.0,0,1,5.039951348430309,2
270,1,1,0,35.0,0,0,4.91730069488021,2
271,0,1,1,29.69911764705882,0,0,3.4657359027997265,2
272,1,3,1,25.0,0,0,0.0,2
273,1,2,0,41.0,0,1,3.0204248861443626,2
274,0,1,1,37.0,0,1,3.4242626545931514,0
275,1,3,0,29.69911764705882,0,0,2.169053700369523,1
276,1,1,0,63.0,1,0,4.368919865004903,2
277,0,3,0,45.0,0,0,2.169053700369523,2
278,0,2,1,29.69911764705882,0,0,0.0,2
279,0,3,1,7.0,4,1,3.405355391810819,1
280,1,3,0,35.0,1,1,3.056356895370426,2
281,0,3,1,65.0,0,0,2.169053700369523,1
282,0,3,1,28.0,0,0,2.180891922715322,2
283,0,3,1,16.0,0,0,2.3513752571634776,2
284,1,3,1,19.0,0,0,2.2027647577118348,2
285,0,1,1,29.69911764705882,0,0,3.295836866004329,2
286,0,3,1,33.0,0,0,2.2682524139135403,0
287,1,3,1,30.0,0,0,2.3513752571634776,2
288,0,3,1,22.0,0,0,2.1855792552411137,2
289,1,2,1,42.0,0,0,2.6390573296152584,2
290,1,3,0,22.0,0,0,2.169053700369523,1
291,1,1,0,26.0,0,0,4.380149874661021,2
292,1,1,0,19.0,1,0,4.5226490762785785,0
293,0,2,1,36.0,0,0,2.630088659632498,0
294,0,3,0,24.0,0,0,2.2874714551839976,2
295,0,3,1,24.0,0,0,2.1855792552411137,2
296,0,1,1,29.69911764705882,0,0,3.357621598945279,0
297,0,3,1,23.5,0,0,2.1076888046179385,0
298,0,1,0,2.0,1,2,5.027492411162679,2
299,1,1,1,29.69911764705882,0,0,3.449987545831587,2
300,1,1,0,50.0,0,1,5.515526544247129,0
301,1,3,0,29.69911764705882,0,0,2.169053700369523,1
302,1,3,1,29.69911764705882,2,0,3.188416617383492,1
303,0,3,1,19.0,0,0,0.0,2
304,1,2,0,29.69911764705882,0,0,2.5915163848462583,1
305,0,3,1,29.69911764705882,0,0,2.2027647577118348,2
306,1,1,1,0.92,1,2,5.027492411162679,2
307,1,1,0,29.69911764705882,0,0,4.717456363787216,0
308,1,1,0,17.0,1,0,4.699570861409576,0
309,0,2,1,30.0,1,0,3.2188758248682006,0
310,1,1,0,30.0,0,0,4.0592215752427645,0
311,1,1,0,24.0,0,0,4.432699549165613,0
312,1,1,0,18.0,2,2,5.5735788721243535,0
313,0,2,0,26.0,1,1,3.295836866004329,2
314,0,3,1,28.0,0,0,2.1855792552411137,2
315,0,2,1,43.0,1,1,3.305053521109253,2
316,1,3,0,26.0,0,0,2.180891922715322,2
317,1,2,0,24.0,1,0,3.295836866004329,2
318,0,2,1,54.0,0,0,2.70805020110221,2
319,1,1,0,31.0,0,2,5.11118445372147,2
320,1,1,0,40.0,1,1,4.908971640319756,0
321,0,3,1,22.0,0,0,2.1102132003465894,2
322,0,3,1,27.0,0,0,2.1855792552411137,2
323,1,2,0,30.0,0,0,2.5915163848462583,1
324,1,2,0,22.0,1,1,3.4011973816621555,2
325,0,3,1,29.69911764705882,8,2,4.256321678298823,2
326,1,1,0,36.0,0,0,4.91730069488021,0
327,0,3,1,61.0,0,0,1.9792758428991135,2
328,1,2,0,36.0,0,0,2.6390573296152584,2
329,1,3,0,31.0,1,1,3.0692150503137943,2
330,1,1,0,16.0,0,1,4.077184839375167,0
331,1,3,0,29.69911764705882,2,0,3.188416617383492,1
332,0,1,1,45.5,0,0,3.3843902633457743,2
333,0,1,1,38.0,0,1,5.039951348430309,2
334,0,3,1,16.0,2,0,2.9444389791664403,2
335,1,1,0,29.69911764705882,1,0,4.902678819257608,2
336,0,3,1,29.69911764705882,0,0,2.1855792552411137,2
337,0,1,1,29.0,1,0,4.213607983048918,2
338,1,1,0,41.0,0,0,4.908971640319756,0
339,1,3,1,45.0,0,0,2.2027647577118348,2
340,0,1,1,45.0,0,0,3.597312260588446,2
341,1,2,1,2.0,1,1,3.295836866004329,2
342,1,1,0,24.0,3,2,5.575949103146316,2
343,0,2,1,28.0,0,0,2.6390573296152584,2
344,0,2,1,25.0,0,0,2.6390573296152584,2
345,0,2,1,36.0,0,0,2.6390573296152584,2
346,1,2,0,24.0,0,0,2.6390573296152584,2
347,1,2,0,40.0,0,0,2.6390573296152584,2
348,1,3,0,29.69911764705882,1,0,2.8390784635086144,2
349,1,3,1,3.0,1,1,2.8273136219290276,2
350,0,3,1,42.0,0,0,2.2682524139135403,2
351,0,3,1,23.0,0,0,2.3248357019288655,2
352,0,1,1,29.69911764705882,0,0,3.58351893845611,2
353,0,3,1,15.0,1,1,2.1076888046179385,0
354,0,3,1,25.0,1,0,2.9338568698359038,2
355,0,3,1,29.69911764705882,0,0,2.1071782966514356,0
356,0,3,1,28.0,0,0,2.3513752571634776,2
357,1,1,0,22.0,0,1,4.02535169073515,2
358,0,2,0,38.0,0,0,2.6390573296152584,2
359,1,3,0,29.69911764705882,0,0,2.1837114628556327,1
360,1,3,0,29.69911764705882,0,0,2.1837114628556327,1
361,0,3,1,40.0,1,4,3.3638415951183864,2
362,0,2,1,29.0,1,0,3.357621598945279,0
363,0,3,0,45.0,0,1,2.737880811060884,0
364,0,3,1,35.0,0,0,2.0856720914304723,2
365,0,3,1,29.69911764705882,1,0,2.803360380906535,1
366,0,3,1,30.0,0,0,2.1102132003465894,2
367,1,1,0,60.0,1,0,4.334017415487521,0
368,1,3,0,29.69911764705882,0,0,2.1076888046179385,0
369,1,3,0,29.69911764705882,0,0,2.169053700369523,1
370,1,1,0,24.0,0,0,4.252771798816619,0
371,1,1,1,25.0,1,0,4.0332082470129285,0
372,0,3,1,18.0,1,0,2.0143428636837015,2
373,0,3,1,19.0,0,0,2.2027647577118348,2
374,0,1,1,22.0,0,0,4.91730069488021,0
375,0,3,0,3.0,3,1,3.0944457464900235,2
376,1,1,0,29.69911764705882,1,0,4.420896324687287,0
377,1,3,0,22.0,0,0,2.1102132003465894,2
378,0,1,1,27.0,0,2,5.358941988364472,0
379,0,3,1,20.0,0,0,1.6119347926326877,0
380,0,3,1,19.0,0,0,2.1719067693519296,2
381,1,1,0,42.0,0,0,5.4316456135398825,0
382,1,3,0,1.0,0,2,2.817902613071225,0
383,0,3,1,32.0,0,0,2.188856327665703,2
384,1,1,0,35.0,1,0,3.970291913552122,2
385,0,3,1,29.69911764705882,0,0,2.1855792552411137,2
386,0,2,1,18.0,0,0,4.310799125385514,2
387,0,3,1,1.0,5,2,3.8691155044168695,2
388,1,2,0,36.0,0,0,2.6390573296152584,2
389,0,3,1,29.69911764705882,0,0,2.1666737276227077,1
390,1,2,0,17.0,0,0,2.5649493574615367,0
391,1,1,1,36.0,1,2,4.795790545596741,2
392,1,3,1,21.0,0,0,2.174274334826008,2
393,0,3,1,28.0,2,0,2.188856327665703,2
394,1,1,0,23.0,1,0,4.738607824217808,0
395,1,3,0,24.0,0,2,2.8735646395797834,2
396,0,3,1,22.0,0,0,2.174274334826008,2
397,0,3,0,31.0,0,0,2.180891922715322,2
398,0,2,1,46.0,0,0,3.295836866004329,2
399,0,2,1,23.0,0,0,2.4423470353692043,2
400,1,2,0,28.0,0,0,2.613739521630969,2
401,1,3,1,39.0,0,0,2.188856327665703,2
402,0,3,1,26.0,0,0,2.2027647577118348,2
403,0,3,0,21.0,1,0,2.3818582738885534,2
404,0,3,1,28.0,1,0,2.8243506567983707,2
405,0,3,0,20.0,0,0,2.2682524139135403,2
406,0,2,1,34.0,1,0,3.091042453358316,2
407,0,3,1,51.0,0,0,2.169053700369523,2
408,1,2,1,3.0,1,1,2.9831534913471307,2
409,0,3,1,21.0,0,0,2.1719067693519296,2
410,0,3,0,29.69911764705882,3,1,3.275887339030031,2
411,0,3,1,29.69911764705882,0,0,2.1855792552411137,2
412,0,3,1,29.69911764705882,0,0,2.061570298060867,1
413,1,1,0,33.0,1,0,4.51085950651685,1
414,0,2,1,29.69911764705882,0,0,0.0,2
415,1,3,1,44.0,0,0,2.188856327665703,2
416,0,3,0,29.69911764705882,0,0,2.2027647577118348,2
417,1,2,0,34.0,1,1,3.5115454388310208,2
418,1,2,0,18.0,0,2,2.6390573296152584,2
419,0,2,1,30.0,0,0,2.6390573296152584,2
420,0,3,0,10.0,0,2,3.224857896545748,2
421,0,3,1,29.69911764705882,0,0,2.1855792552411137,0
422,0,3,1,21.0,0,0,2.167143305297764,1
423,0,3,1,29.0,0,0,2.1832383353614797,2
424,0,3,0,28.0,1,1,2.7343675094195836,2
425,0,3,1,18.0,1,1,3.0545906305603445,2
426,0,3,1,29.69911764705882,0,0,2.1102132003465894,2
427,1,2,0,28.0,1,0,3.295836866004329,2
428,1,2,0,19.0,0,0,3.295836866004329,2
429,0,3,1,29.69911764705882,0,0,2.169053700369523,1
430,1,3,1,32.0,0,0,2.2027647577118348,2
431,1,1,1,28.0,0,0,3.3160025355989236,2
432,1,3,0,29.69911764705882,1,0,2.8390784635086144,2
433,1,2,0,42.0,1,0,3.295836866004329,2
434,0,3,1,17.0,0,0,2.094945728215801,2
435,0,1,1,50.0,1,0,4.041295341132285,2
436,1,1,0,14.0,1,2,4.795790545596741,2
437,0,3,0,21.0,2,2,3.5660053559634015,2
438,1,2,0,24.0,2,3,2.9831534913471307,2
439,0,1,1,64.0,1,4,5.575949103146316,2
440,0,2,1,31.0,0,0,2.4423470353692043,2
441,1,2,0,45.0,1,1,3.305053521109253,2
442,0,3,1,20.0,0,0,2.3513752571634776,2
443,0,3,1,25.0,1,0,2.1719067693519296,2
444,1,2,0,28.0,0,0,2.6390573296152584,2
445,1,3,1,29.69911764705882,0,0,2.2096470973347766,2
446,1,1,1,4.0,0,2,4.417131919904876,2
447,1,2,0,13.0,0,1,3.0204248861443626,2
448,1,1,1,34.0,0,0,3.3160025355989236,2
449,1,3,0,5.0,2,1,3.0085645861193133,0
450,1,1,1,52.0,0,0,3.449987545831587,2
451,0,2,1,36.0,1,2,3.3586377672433594,2
452,0,3,1,29.69911764705882,1,0,3.0429354648621407,2
453,0,1,1,30.0,0,0,3.3586377672433594,0
454,1,1,1,49.0,1,0,4.500966778400217,0
455,0,3,1,29.69911764705882,0,0,2.2027647577118348,2
456,1,3,1,29.0,0,0,2.1855792552411137,0
457,0,1,1,65.0,0,0,3.3160025355989236,2
458,1,1,0,29.69911764705882,1,0,3.967694202798607,2
459,1,2,0,50.0,0,0,2.4423470353692043,2
460,0,3,1,29.69911764705882,0,0,2.169053700369523,1
461,1,1,1,48.0,0,0,3.3160025355989236,2
462,0,3,1,34.0,0,0,2.2027647577118348,2
463,0,1,1,47.0,0,0,3.676300671907076,2
464,0,2,1,48.0,0,0,2.6390573296152584,2
465,0,3,1,29.69911764705882,0,0,2.2027647577118348,2
466,0,3,1,38.0,0,0,2.0856720914304723,2
467,0,2,1,29.69911764705882,0,0,0.0,2
468,0,1,1,56.0,0,0,3.3160025355989236,2
469,0,3,1,29.69911764705882,0,0,2.1661924680884908,1
470,1,3,0,0.75,2,1,3.0085645861193133,0
471,0,3,1,29.69911764705882,0,0,2.1102132003465894,2
472,0,3,1,38.0,0,0,2.2682524139135403,2
473,1,2,0,33.0,1,2,3.3586377672433594,2
474,1,2,0,23.0,0,0,2.694066212646058,0
475,0,3,0,22.0,0,0,2.3830123421066602,2
476,0,1,1,29.69911764705882,0,0,3.970291913552122,2
477,0,2,1,34.0,1,0,3.091042453358316,2
478,0,3,1,29.0,1,0,2.0851502161468174,2
479,0,3,1,22.0,0,0,2.142510233146819,2
480,1,3,0,2.0,0,1,2.586823743668066,2
481,0,3,1,9.0,5,2,3.8691155044168695,2
482,0,2,1,29.69911764705882,0,0,0.0,2
483,0,3,1,50.0,0,0,2.2027647577118348,2
484,1,3,0,63.0,0,0,2.3596740599781727,2
485,1,1,1,25.0,1,0,4.5226490762785785,0
486,0,3,0,29.69911764705882,3,1,3.275887339030031,2
487,1,1,0,35.0,1,0,4.51085950651685,2
488,0,1,1,58.0,0,0,3.4242626545931514,0
489,0,3,1,30.0,0,0,2.2027647577118348,2
490,1,3,1,9.0,1,1,2.8273136219290276,2
491,0,3,1,29.69911764705882,1,0,3.0429354648621407,2
492,0,3,1,21.0,0,0,2.1102132003465894,2
493,0,1,1,55.0,0,0,3.449987545831587,2
494,0,1,1,71.0,0,0,3.922056501139853,0
495,0,3,1,21.0,0,0,2.2027647577118348,2
496,0,3,1,29.69911764705882,0,0,2.738146075922933,0
497,1,1,0,54.0,1,0,4.37281811610993,0
498,0,3,1,29.69911764705882,0,0,2.7788192719904172,2
499,0,1,0,25.0,1,2,5.027492411162679,2
500,0,3,1,24.0,0,0,2.174274334826008,2
501,0,3,1,17.0,0,0,2.2682524139135403,2
502,0,3,0,21.0,0,0,2.169053700369523,1
503,0,3,0,29.69911764705882,0,0,2.155151800914312,1
504,0,3,0,37.0,0,0,2.3596740599781727,2
505,1,1,0,16.0,0,0,4.471638793363569,2
506,0,1,1,18.0,1,0,4.699570861409576,0
507,1,2,0,33.0,0,2,3.295836866004329,2
508,1,1,1,29.69911764705882,0,0,3.3160025355989236,2
509,0,3,1,28.0,0,0,3.1580636854714434,2
510,1,3,1,26.0,0,0,4.05171190165724,2
